pH,Dissolved_Oxygen_mgL,Turbidity_NTU,Total_Dissolved_Solids_mgL,Nitrate_mgL,Phosphate_mgL,Temperature_C,Heavy_Metals_ppm,Safe_for_Humans,Safe_for_Animals,Safe_for_Plants
8.54,9.04,71.6,1015.39,41.43,4.75,14.9,0.143,Unsafe,Safe,Unsafe
7.09,8.97,60.73,465.03,41.14,1.93,8.2,0.308,Unsafe,Safe,Unsafe
7.3,13.89,8.86,717.15,9.44,6.27,33.1,0.49,Unsafe,Safe,Unsafe
7.21,11.08,67.69,330.5,35.06,9.79,13.7,0.298,Unsafe,Safe,Unsafe
7.83,7.31,6.41,355.04,14.53,4.64,20.6,0.362,Unsafe,Safe,Safe
5.99,10.49,59.61,83.42,14.87,8.17,16.7,0.223,Unsafe,Unsafe,Unsafe
5.6,6.67,73.96,1350.28,14.82,5.08,33.8,0.03,Unsafe,Unsafe,Unsafe
6.58,4.75,21.1,355.52,36.28,4.96,15.1,0.399,Unsafe,Safe,Unsafe
7.97,9.16,84.16,379.92,11.49,9.3,28.4,0.017,Unsafe,Safe,Unsafe
6.21,13.14,3.04,455.42,0.05,8.9,30.7,0.35,Unsafe,Safe,Unsafe
7.86,13.15,84.38,234.74,35.76,7.86,18.1,0.011,Unsafe,Safe,Unsafe
8.89,6.1,46.03,976.93,8.56,2.96,16.3,0.431,Unsafe,Safe,Unsafe
5.83,8.33,21.76,158.96,5.22,5.45,27.4,0.079,Unsafe,Unsafe,Unsafe
7.85,4.54,13.38,244.59,11.88,2.24,32.4,0.257,Unsafe,Safe,Safe
7.05,13.95,95.33,984.9,19.0,4.44,27.6,0.299,Unsafe,Safe,Safe
8.54,13.77,7.27,542.51,23.8,4.84,11.8,0.229,Unsafe,Safe,Unsafe
6.12,9.79,19.91,1076.52,2.23,8.32,31.6,0.17,Unsafe,Safe,Unsafe
7.92,11.65,34.78,858.27,48.53,8.96,16.6,0.234,Unsafe,Safe,Unsafe
8.43,10.58,62.02,421.23,35.8,4.15,22.3,0.156,Unsafe,Safe,Unsafe
8.81,9.12,54.48,993.7,16.16,0.18,29.9,0.219,Unsafe,Safe,Unsafe
7.89,2.64,12.56,218.6,15.93,8.62,10.7,0.179,Unsafe,Unsafe,Unsafe
7.24,7.46,28.97,827.8,22.43,1.74,28.5,0.283,Unsafe,Safe,Safe
7.66,10.1,23.88,683.86,31.31,6.22,22.9,0.119,Unsafe,Safe,Unsafe
8.54,10.13,21.35,438.42,7.32,0.25,31.8,0.494,Unsafe,Safe,Unsafe
7.5,6.48,41.11,925.81,9.45,4.0,10.2,0.25,Unsafe,Safe,Safe
5.61,13.3,70.4,1313.43,42.97,9.86,17.6,0.097,Unsafe,Unsafe,Unsafe
8.76,4.01,21.75,1498.41,12.81,1.01,30.0,0.239,Unsafe,Safe,Unsafe
7.91,8.0,36.67,931.26,19.01,4.24,5.6,0.433,Unsafe,Safe,Safe
7.87,10.29,39.09,636.82,43.56,3.07,8.4,0.011,Unsafe,Safe,Unsafe
6.25,10.37,97.65,376.55,33.16,9.05,34.7,0.34,Unsafe,Safe,Unsafe
7.81,9.78,95.47,422.79,17.09,8.69,13.4,0.274,Unsafe,Safe,Unsafe
6.88,5.3,80.01,745.21,34.18,2.38,34.3,0.085,Unsafe,Safe,Unsafe
7.78,3.87,24.17,582.55,0.98,0.81,10.5,0.409,Unsafe,Unsafe,Safe
5.87,9.63,6.8,1375.03,36.78,6.27,15.8,0.184,Unsafe,Unsafe,Unsafe
7.8,9.19,31.69,584.03,24.35,3.36,27.6,0.147,Unsafe,Safe,Safe
9.0,4.15,26.68,591.49,40.66,6.72,24.7,0.414,Unsafe,Safe,Unsafe
5.67,10.46,50.59,606.13,47.73,0.32,22.4,0.319,Unsafe,Unsafe,Unsafe
8.92,7.46,77.77,1263.1,46.29,1.33,20.9,0.449,Unsafe,Safe,Unsafe
6.92,10.01,85.83,993.64,45.46,6.86,30.3,0.315,Unsafe,Safe,Unsafe
8.55,12.05,84.49,940.54,25.61,2.12,12.0,0.37,Unsafe,Safe,Unsafe
8.24,4.04,35.97,534.51,18.01,8.58,18.3,0.418,Unsafe,Safe,Unsafe
7.48,2.23,68.72,1235.96,23.25,0.59,9.7,0.027,Unsafe,Unsafe,Safe
8.08,11.35,31.28,105.63,34.49,2.15,22.9,0.388,Unsafe,Safe,Unsafe
8.57,9.32,6.09,1312.66,44.2,9.99,12.5,0.307,Unsafe,Safe,Unsafe
6.91,10.4,70.16,793.49,10.35,4.33,15.0,0.035,Unsafe,Safe,Safe
6.64,12.06,0.98,627.46,45.91,7.03,19.1,0.254,Unsafe,Safe,Unsafe
7.84,11.63,40.92,770.89,40.76,1.83,5.8,0.041,Unsafe,Safe,Unsafe
8.33,13.53,32.94,1017.75,48.94,6.1,7.8,0.368,Unsafe,Safe,Unsafe
8.17,8.43,69.34,68.51,44.01,7.26,25.6,0.273,Unsafe,Safe,Unsafe
8.29,7.86,76.62,1313.75,14.0,3.14,17.9,0.477,Unsafe,Safe,Safe
7.02,6.82,30.41,697.77,5.3,8.29,30.9,0.092,Unsafe,Safe,Unsafe
8.36,3.84,81.16,547.3,5.61,6.03,25.8,0.303,Unsafe,Unsafe,Unsafe
5.92,8.87,29.39,250.46,14.56,3.89,5.2,0.106,Unsafe,Unsafe,Safe
7.41,5.32,44.63,687.22,30.71,5.58,23.5,0.307,Unsafe,Safe,Unsafe
5.52,13.06,72.7,769.67,40.22,5.77,7.8,0.361,Unsafe,Unsafe,Unsafe
6.64,9.0,69.29,635.29,44.96,1.66,28.4,0.361,Unsafe,Safe,Unsafe
6.78,9.11,98.74,1034.06,31.19,4.03,34.7,0.408,Unsafe,Safe,Unsafe
6.89,6.26,22.52,660.3,0.28,3.43,20.9,0.427,Unsafe,Safe,Safe
7.93,2.62,66.23,1444.06,9.32,4.01,25.5,0.039,Unsafe,Unsafe,Safe
6.86,2.38,60.97,918.95,4.99,7.61,12.1,0.172,Unsafe,Unsafe,Unsafe
7.07,7.08,91.51,1220.84,18.17,4.83,18.1,0.344,Unsafe,Safe,Safe
6.33,3.01,15.64,208.57,25.07,9.4,30.7,0.249,Unsafe,Unsafe,Unsafe
6.81,9.28,75.18,626.07,2.17,2.94,10.0,0.095,Unsafe,Safe,Safe
6.3,12.57,56.83,538.43,17.42,4.16,13.0,0.276,Unsafe,Safe,Safe
5.76,12.59,27.47,875.75,8.96,7.87,18.4,0.204,Unsafe,Unsafe,Unsafe
7.61,9.91,47.44,1298.61,32.35,5.46,26.4,0.195,Unsafe,Safe,Unsafe
7.84,4.53,33.38,163.59,23.21,5.47,16.3,0.405,Unsafe,Safe,Unsafe
7.67,12.36,57.93,155.23,24.77,0.53,32.8,0.204,Unsafe,Safe,Safe
7.12,12.63,88.9,1282.96,21.38,3.99,7.8,0.013,Unsafe,Safe,Safe
6.83,4.36,56.93,358.63,47.8,2.71,16.1,0.029,Unsafe,Safe,Unsafe
8.52,10.85,63.17,1019.69,10.74,9.99,26.3,0.428,Unsafe,Safe,Unsafe
7.32,5.44,51.87,837.17,25.83,3.08,11.8,0.48,Unsafe,Safe,Safe
7.18,11.63,5.12,1257.7,36.8,8.84,24.7,0.344,Unsafe,Safe,Unsafe
5.59,13.97,23.29,231.38,27.84,6.76,9.9,0.182,Unsafe,Unsafe,Unsafe
6.69,2.36,49.2,238.19,46.45,3.41,6.7,0.469,Unsafe,Unsafe,Unsafe
6.83,12.77,31.02,857.39,18.9,5.44,8.6,0.331,Unsafe,Safe,Unsafe
6.9,9.47,18.18,1422.25,23.18,8.41,32.9,0.422,Unsafe,Safe,Unsafe
7.53,13.68,50.41,651.75,4.43,8.83,21.6,0.383,Unsafe,Safe,Unsafe
7.37,7.58,32.28,524.07,30.45,1.6,28.9,0.19,Unsafe,Safe,Unsafe
7.63,12.17,25.81,929.7,14.41,3.4,15.0,0.239,Unsafe,Safe,Safe
8.18,2.75,46.4,1399.15,8.02,3.35,22.8,0.093,Unsafe,Unsafe,Safe
8.35,6.02,13.33,1263.55,27.23,0.42,19.8,0.146,Unsafe,Safe,Safe
8.01,2.8,92.77,1493.45,26.62,5.98,33.4,0.389,Unsafe,Unsafe,Unsafe
8.84,13.7,86.77,82.72,3.79,8.55,27.4,0.447,Unsafe,Safe,Unsafe
5.56,11.8,70.76,213.64,34.91,3.82,26.9,0.362,Unsafe,Unsafe,Unsafe
6.19,12.23,10.62,933.73,31.19,7.4,6.4,0.233,Unsafe,Safe,Unsafe
5.53,13.26,77.59,1239.84,9.45,6.28,21.5,0.043,Unsafe,Unsafe,Unsafe
7.77,3.02,80.8,463.6,23.47,3.76,19.0,0.028,Unsafe,Unsafe,Safe
8.64,6.63,76.78,396.86,36.02,1.41,32.8,0.187,Unsafe,Safe,Unsafe
6.35,2.85,11.4,1191.11,26.47,7.09,12.7,0.232,Unsafe,Unsafe,Unsafe
8.74,4.53,64.39,131.75,19.77,8.55,13.1,0.305,Unsafe,Safe,Unsafe
5.71,4.75,83.43,585.6,16.12,6.86,17.3,0.003,Unsafe,Unsafe,Unsafe
8.77,7.63,57.74,783.42,30.52,0.18,12.3,0.495,Unsafe,Safe,Unsafe
6.73,5.22,64.64,862.51,46.96,2.16,8.9,0.182,Unsafe,Safe,Unsafe
5.85,3.21,45.84,1106.49,33.59,0.69,30.7,0.424,Unsafe,Unsafe,Unsafe
7.2,4.01,52.87,564.53,3.74,5.7,21.7,0.267,Unsafe,Safe,Unsafe
6.4,3.77,3.44,938.39,23.03,7.56,30.8,0.065,Unsafe,Unsafe,Unsafe
6.5,13.68,63.9,898.79,44.54,1.11,29.9,0.399,Unsafe,Safe,Unsafe
6.58,11.11,8.14,844.04,4.72,8.38,13.5,0.355,Unsafe,Safe,Unsafe
8.31,13.61,43.5,978.7,49.44,5.56,21.4,0.264,Unsafe,Safe,Unsafe
7.39,7.28,29.27,426.2,47.45,6.9,7.5,0.257,Unsafe,Safe,Unsafe
6.59,5.34,54.54,172.74,3.91,9.71,32.5,0.044,Unsafe,Safe,Unsafe
7.64,11.58,13.34,222.94,46.67,0.84,17.1,0.328,Unsafe,Safe,Unsafe
8.01,5.92,69.16,375.64,18.16,9.01,16.8,0.456,Unsafe,Safe,Unsafe
6.45,5.59,79.5,775.29,42.24,1.26,14.1,0.047,Unsafe,Safe,Unsafe
6.95,4.79,16.34,1268.64,20.92,3.93,18.8,0.132,Unsafe,Safe,Safe
5.93,3.56,10.43,1066.88,22.04,8.51,12.6,0.451,Unsafe,Unsafe,Unsafe
6.13,5.08,14.55,1194.11,31.71,9.06,16.2,0.142,Unsafe,Safe,Unsafe
7.88,6.26,87.71,558.91,38.72,5.06,29.0,0.327,Unsafe,Safe,Unsafe
6.14,10.09,52.82,636.75,1.69,5.94,30.0,0.267,Unsafe,Safe,Unsafe
7.34,2.75,46.73,620.84,29.66,7.08,14.1,0.298,Unsafe,Unsafe,Unsafe
7.98,4.53,10.67,328.22,9.34,8.33,19.1,0.208,Unsafe,Safe,Unsafe
5.87,11.71,64.96,138.76,17.3,1.22,31.2,0.15,Unsafe,Unsafe,Safe
7.49,3.76,86.8,906.83,17.4,8.1,6.6,0.024,Unsafe,Unsafe,Unsafe
6.4,6.11,82.82,1484.36,23.45,4.81,31.7,0.372,Unsafe,Safe,Safe
8.87,12.38,62.61,291.9,16.71,4.51,11.6,0.373,Unsafe,Safe,Unsafe
7.19,3.86,7.53,117.69,5.37,4.24,25.4,0.335,Unsafe,Unsafe,Safe
8.32,2.99,11.24,1180.32,7.28,5.09,22.5,0.322,Unsafe,Unsafe,Unsafe
7.43,7.81,4.93,416.25,1.67,9.45,21.6,0.122,Unsafe,Safe,Unsafe
5.65,5.63,25.75,1252.98,23.51,5.48,30.8,0.011,Unsafe,Unsafe,Unsafe
7.72,8.76,13.57,1070.71,47.72,9.53,8.0,0.404,Unsafe,Safe,Unsafe
8.83,11.65,26.0,1421.23,5.78,1.8,15.4,0.246,Unsafe,Safe,Unsafe
7.61,3.65,38.51,642.94,47.31,7.24,21.1,0.153,Unsafe,Unsafe,Unsafe
8.37,8.97,94.3,1009.86,36.67,8.12,29.3,0.051,Unsafe,Safe,Unsafe
8.59,8.07,61.04,724.04,31.87,6.79,11.5,0.031,Unsafe,Safe,Unsafe
6.3,3.73,83.5,964.35,32.26,6.07,29.1,0.174,Unsafe,Unsafe,Unsafe
6.24,9.49,71.04,701.92,41.34,5.65,17.0,0.402,Unsafe,Safe,Unsafe
7.64,5.28,11.25,323.52,5.35,8.61,10.7,0.459,Unsafe,Safe,Unsafe
6.94,7.85,73.59,786.45,25.24,8.22,27.8,0.448,Unsafe,Safe,Unsafe
8.44,2.99,27.51,816.45,34.85,1.22,7.7,0.46,Unsafe,Unsafe,Unsafe
8.65,7.52,63.91,1225.38,29.34,8.49,20.4,0.454,Unsafe,Safe,Unsafe
6.74,5.68,34.1,1116.51,41.64,4.14,6.9,0.264,Unsafe,Safe,Unsafe
6.33,11.87,99.77,1012.5,3.61,2.54,15.7,0.11,Unsafe,Safe,Safe
8.23,2.68,26.36,214.41,34.54,8.7,23.0,0.399,Unsafe,Unsafe,Unsafe
6.46,7.02,27.91,1094.89,26.7,4.32,21.7,0.107,Unsafe,Safe,Safe
8.38,7.5,93.07,775.44,18.96,8.08,17.1,0.134,Unsafe,Safe,Unsafe
6.98,10.7,2.46,1346.44,17.01,2.63,17.9,0.117,Unsafe,Safe,Safe
7.84,8.89,69.67,1383.81,31.04,0.04,11.8,0.257,Unsafe,Safe,Unsafe
5.83,10.01,72.53,129.98,44.55,4.95,18.7,0.161,Unsafe,Unsafe,Unsafe
7.68,11.32,83.64,1239.93,24.81,1.0,33.6,0.077,Unsafe,Safe,Safe
7.08,12.35,97.44,104.66,41.24,7.54,30.5,0.227,Unsafe,Safe,Unsafe
7.55,5.77,97.56,582.4,20.11,2.76,9.4,0.437,Unsafe,Safe,Safe
6.09,8.46,6.53,836.33,5.12,4.44,5.9,0.285,Unsafe,Safe,Safe
8.08,12.08,82.18,264.75,3.08,0.87,33.0,0.439,Unsafe,Safe,Safe
8.52,13.87,64.63,1132.16,2.57,2.87,20.8,0.098,Unsafe,Safe,Unsafe
6.26,12.67,64.73,62.11,19.01,7.81,21.1,0.083,Unsafe,Safe,Unsafe
5.84,6.46,12.83,294.47,16.86,1.52,28.4,0.288,Unsafe,Unsafe,Safe
5.58,4.34,65.02,892.16,35.9,6.47,14.4,0.232,Unsafe,Unsafe,Unsafe
7.75,7.87,98.25,1085.86,37.14,9.17,19.5,0.33,Unsafe,Safe,Unsafe
7.62,10.9,91.18,1379.13,2.54,6.8,34.1,0.397,Unsafe,Safe,Unsafe
7.41,7.91,43.91,1072.97,11.06,8.11,25.2,0.376,Unsafe,Safe,Unsafe
6.31,7.8,3.99,1024.08,13.71,1.09,9.6,0.471,Unsafe,Safe,Safe
6.87,12.06,36.23,621.79,27.38,2.51,9.0,0.199,Unsafe,Safe,Safe
7.58,6.34,82.64,51.86,7.23,8.95,11.1,0.103,Unsafe,Safe,Unsafe
7.24,12.32,70.15,224.23,6.7,7.15,28.0,0.275,Unsafe,Safe,Unsafe
8.96,6.88,45.93,825.1,47.19,6.4,13.9,0.055,Unsafe,Safe,Unsafe
5.98,5.94,5.51,1028.94,40.21,6.64,5.6,0.144,Unsafe,Unsafe,Unsafe
7.93,7.45,42.69,655.3,9.03,4.14,33.3,0.104,Unsafe,Safe,Safe
6.92,11.15,46.9,1109.48,20.33,0.45,10.1,0.198,Unsafe,Safe,Safe
7.0,3.51,92.86,806.7,17.78,7.84,5.3,0.056,Unsafe,Unsafe,Unsafe
8.01,4.36,64.11,157.56,39.55,6.79,12.1,0.016,Unsafe,Safe,Unsafe
7.92,13.42,31.17,328.42,25.51,4.73,12.1,0.328,Unsafe,Safe,Safe
8.97,4.11,52.53,1268.0,6.39,9.0,17.7,0.305,Unsafe,Safe,Unsafe
5.95,8.81,6.61,1101.12,36.95,3.36,32.6,0.354,Unsafe,Unsafe,Unsafe
5.86,8.95,97.26,1347.4,19.84,2.94,31.4,0.33,Unsafe,Unsafe,Safe
8.04,7.88,36.01,220.46,13.15,8.73,18.7,0.057,Unsafe,Safe,Unsafe
7.52,9.74,47.79,1485.82,18.77,7.97,17.3,0.146,Unsafe,Safe,Unsafe
6.46,4.76,35.53,353.64,24.89,5.15,21.7,0.065,Unsafe,Safe,Unsafe
5.78,8.63,68.25,67.08,17.16,1.31,12.3,0.421,Unsafe,Unsafe,Safe
5.8,6.47,66.22,1496.26,12.1,2.15,6.6,0.373,Unsafe,Unsafe,Safe
8.63,9.94,71.53,457.56,19.93,6.56,33.2,0.101,Unsafe,Safe,Unsafe
6.17,3.69,26.81,1018.63,0.96,3.85,10.6,0.171,Unsafe,Unsafe,Safe
6.63,8.85,31.57,306.19,38.62,8.36,11.0,0.483,Unsafe,Safe,Unsafe
6.29,4.22,12.53,891.33,8.55,9.5,19.2,0.297,Unsafe,Safe,Unsafe
6.74,5.34,65.55,1360.85,2.2,8.06,19.7,0.401,Unsafe,Safe,Unsafe
5.74,4.62,3.98,514.26,32.68,3.78,5.6,0.132,Unsafe,Unsafe,Unsafe
7.32,4.19,59.77,1021.87,38.7,7.89,9.4,0.105,Unsafe,Safe,Unsafe
5.74,11.91,86.97,322.46,40.69,3.51,16.3,0.392,Unsafe,Unsafe,Unsafe
8.3,5.43,89.08,955.95,24.68,1.67,25.5,0.343,Unsafe,Safe,Safe
6.32,13.13,44.9,537.85,10.27,0.33,11.9,0.34,Unsafe,Safe,Safe
7.39,13.64,45.93,356.25,36.86,3.86,17.7,0.276,Unsafe,Safe,Unsafe
8.58,8.86,7.7,504.11,34.99,9.04,21.7,0.282,Unsafe,Safe,Unsafe
7.78,3.72,67.08,309.32,12.31,2.39,31.7,0.368,Unsafe,Unsafe,Safe
7.37,6.49,82.13,1357.78,45.17,2.07,14.8,0.135,Unsafe,Safe,Unsafe
6.64,11.57,24.47,625.92,5.22,9.7,9.0,0.176,Unsafe,Safe,Unsafe
6.67,6.41,42.13,405.65,49.13,0.25,19.7,0.436,Unsafe,Safe,Unsafe
7.84,3.04,83.88,700.19,43.01,7.86,27.4,0.154,Unsafe,Unsafe,Unsafe
8.98,8.68,87.71,514.78,34.39,3.21,8.3,0.273,Unsafe,Safe,Unsafe
7.82,12.14,24.32,1129.41,46.94,0.37,17.7,0.351,Unsafe,Safe,Unsafe
7.45,11.55,55.06,1458.27,36.12,9.18,5.5,0.5,Unsafe,Safe,Unsafe
8.06,4.1,19.25,685.15,9.52,1.4,6.0,0.218,Unsafe,Safe,Safe
7.13,10.07,10.19,1298.5,22.11,5.52,19.5,0.214,Unsafe,Safe,Unsafe
5.71,4.65,91.11,870.5,3.58,2.74,13.9,0.421,Unsafe,Unsafe,Safe
7.47,4.62,82.05,277.99,19.48,0.65,30.4,0.403,Unsafe,Safe,Safe
8.85,12.49,76.0,1051.4,37.08,0.5,23.1,0.366,Unsafe,Safe,Unsafe
6.11,5.0,4.88,794.48,19.32,1.16,18.6,0.232,Unsafe,Safe,Safe
7.92,5.16,84.37,993.38,16.51,0.71,17.2,0.162,Unsafe,Safe,Safe
6.2,2.01,43.8,1340.05,29.77,7.61,19.9,0.304,Unsafe,Unsafe,Unsafe
7.38,12.45,34.24,688.63,43.61,4.86,6.2,0.438,Unsafe,Safe,Unsafe
5.84,11.51,54.65,1356.71,2.38,3.43,31.8,0.442,Unsafe,Unsafe,Safe
7.08,9.53,9.14,1138.47,19.27,4.18,34.9,0.054,Unsafe,Safe,Safe
8.15,11.0,75.66,758.48,7.91,9.29,10.4,0.214,Unsafe,Safe,Unsafe
6.72,3.82,58.24,924.67,34.77,9.11,8.6,0.232,Unsafe,Unsafe,Unsafe
7.83,7.5,18.66,522.09,5.29,7.16,9.3,0.489,Unsafe,Safe,Unsafe
8.28,6.21,18.82,1476.22,33.24,8.85,24.8,0.339,Unsafe,Safe,Unsafe
8.75,3.13,18.42,1017.66,14.31,3.2,24.8,0.204,Unsafe,Unsafe,Unsafe
6.32,7.83,5.7,113.58,9.95,3.81,30.4,0.013,Unsafe,Safe,Safe
6.9,13.05,58.78,523.6,46.82,6.14,27.6,0.283,Unsafe,Safe,Unsafe
6.03,2.48,84.03,953.81,0.93,6.24,18.5,0.048,Unsafe,Unsafe,Unsafe
8.97,5.5,1.75,131.68,21.89,4.82,23.4,0.417,Unsafe,Safe,Unsafe
8.74,4.49,4.9,84.63,1.08,4.01,25.6,0.376,Unsafe,Safe,Unsafe
7.39,4.86,57.28,702.54,24.18,9.86,20.4,0.23,Unsafe,Safe,Unsafe
8.45,12.9,81.95,532.4,25.05,8.21,19.3,0.215,Unsafe,Safe,Unsafe
7.32,7.62,32.67,685.53,16.08,4.35,24.4,0.449,Unsafe,Safe,Safe
7.68,7.6,34.96,430.91,6.61,7.27,21.7,0.144,Unsafe,Safe,Unsafe
5.81,11.13,59.63,288.84,18.82,2.7,24.3,0.125,Unsafe,Unsafe,Safe
8.14,3.85,27.42,1049.26,33.61,1.0,23.4,0.47,Unsafe,Unsafe,Unsafe
5.95,7.85,2.66,796.13,39.12,3.52,26.6,0.405,Unsafe,Unsafe,Unsafe
8.39,7.16,73.52,340.22,26.54,4.03,24.3,0.41,Unsafe,Safe,Safe
8.24,9.16,62.56,513.4,29.49,0.17,20.6,0.098,Unsafe,Safe,Safe
7.98,13.99,58.08,908.12,10.03,8.15,25.5,0.072,Unsafe,Safe,Unsafe
5.63,11.23,74.17,154.73,14.37,3.59,18.5,0.013,Unsafe,Unsafe,Safe
6.56,6.77,67.52,263.81,8.09,5.8,12.3,0.119,Unsafe,Safe,Unsafe
6.42,11.93,20.59,156.21,12.46,0.74,5.0,0.387,Unsafe,Safe,Safe
6.76,4.05,35.25,1227.86,11.24,1.75,21.8,0.12,Unsafe,Safe,Safe
5.81,2.37,12.61,1140.99,25.97,8.9,22.7,0.365,Unsafe,Unsafe,Unsafe
8.78,4.45,12.99,1142.3,28.13,6.09,34.2,0.126,Unsafe,Safe,Unsafe
7.44,6.08,67.62,1088.67,47.25,9.5,15.8,0.198,Unsafe,Safe,Unsafe
6.57,8.13,85.86,1020.61,9.78,9.99,16.8,0.492,Unsafe,Safe,Unsafe
6.89,9.38,96.27,741.64,32.08,3.72,11.1,0.122,Unsafe,Safe,Unsafe
7.07,12.93,62.83,981.3,40.86,2.99,7.1,0.188,Unsafe,Safe,Unsafe
7.6,8.12,18.41,105.62,28.01,8.58,28.2,0.151,Unsafe,Safe,Unsafe
7.3,8.02,10.57,951.12,12.75,9.99,12.5,0.055,Unsafe,Safe,Unsafe
8.72,2.6,81.29,1177.92,13.13,6.3,23.3,0.245,Unsafe,Unsafe,Unsafe
7.24,2.42,57.88,775.52,1.96,7.95,25.6,0.189,Unsafe,Unsafe,Unsafe
8.97,8.61,61.83,568.39,15.27,7.82,19.1,0.347,Unsafe,Safe,Unsafe
8.48,7.26,78.15,452.27,37.23,3.55,31.3,0.409,Unsafe,Safe,Unsafe
6.23,12.07,70.33,982.06,2.38,5.74,18.3,0.272,Unsafe,Safe,Unsafe
8.76,3.93,83.45,1054.56,10.96,8.33,13.5,0.016,Unsafe,Unsafe,Unsafe
5.91,2.3,5.62,1312.9,35.31,6.88,31.9,0.309,Unsafe,Unsafe,Unsafe
8.36,7.39,74.75,546.38,39.13,0.21,30.8,0.028,Unsafe,Safe,Unsafe
6.83,4.85,85.09,1166.17,22.77,3.37,9.9,0.308,Unsafe,Safe,Safe
8.57,2.6,28.61,863.97,34.9,1.44,5.8,0.343,Unsafe,Unsafe,Unsafe
8.54,10.7,64.04,1330.11,19.4,2.33,7.7,0.099,Unsafe,Safe,Unsafe
8.32,3.34,31.42,815.33,8.0,9.05,13.6,0.41,Unsafe,Unsafe,Unsafe
8.27,9.3,95.8,800.56,19.91,0.37,34.2,0.456,Unsafe,Safe,Safe
6.57,5.37,3.34,887.92,29.0,2.2,21.8,0.407,Unsafe,Safe,Safe
5.78,4.08,57.98,1136.51,47.4,3.1,16.2,0.153,Unsafe,Unsafe,Unsafe
6.91,6.56,16.65,1448.8,3.44,6.17,31.7,0.293,Unsafe,Safe,Unsafe
6.11,11.62,71.22,156.67,25.37,5.34,18.6,0.457,Unsafe,Safe,Unsafe
7.93,6.71,17.59,127.48,16.45,2.18,14.5,0.16,Unsafe,Safe,Safe
6.71,11.01,23.54,1409.45,25.42,1.64,33.2,0.41,Unsafe,Safe,Safe
8.91,3.51,49.44,818.32,1.2,2.37,30.5,0.005,Unsafe,Unsafe,Unsafe
7.74,11.27,91.48,941.61,15.65,5.03,30.3,0.002,Safe,Safe,Unsafe
8.38,4.84,21.17,749.51,40.99,2.71,20.4,0.38,Unsafe,Safe,Unsafe
5.96,10.13,14.42,185.8,27.7,9.48,28.7,0.381,Unsafe,Unsafe,Unsafe
8.52,8.79,75.9,1163.73,22.53,4.64,10.4,0.394,Unsafe,Safe,Unsafe
8.73,13.15,50.06,1133.48,14.28,0.59,22.2,0.465,Unsafe,Safe,Unsafe
7.2,6.65,91.18,501.97,14.9,7.29,34.5,0.059,Unsafe,Safe,Unsafe
7.62,2.79,14.66,494.05,19.16,3.29,13.7,0.116,Unsafe,Unsafe,Safe
8.18,2.23,64.59,1264.87,41.78,6.53,28.8,0.452,Unsafe,Unsafe,Unsafe
6.11,11.92,23.29,154.92,48.36,2.8,19.7,0.089,Unsafe,Safe,Unsafe
7.26,8.3,15.68,1327.6,21.93,5.71,6.2,0.341,Unsafe,Safe,Unsafe
6.9,11.3,68.34,422.16,19.67,7.72,27.9,0.265,Unsafe,Safe,Unsafe
6.01,4.81,59.37,909.83,42.33,9.28,10.1,0.042,Unsafe,Safe,Unsafe
6.79,6.14,75.48,1407.19,21.35,2.61,23.9,0.143,Unsafe,Safe,Safe
5.74,2.36,30.95,1033.28,27.6,3.35,7.6,0.26,Unsafe,Unsafe,Safe
5.59,13.54,44.8,650.92,11.55,4.64,33.4,0.426,Unsafe,Unsafe,Safe
5.97,10.01,40.55,1049.82,37.18,9.27,13.8,0.354,Unsafe,Unsafe,Unsafe
8.87,13.2,98.41,548.77,26.6,9.01,11.8,0.311,Unsafe,Safe,Unsafe
7.42,5.19,29.22,452.02,40.45,0.9,8.9,0.248,Unsafe,Safe,Unsafe
8.88,9.34,29.48,1495.19,39.04,1.32,33.4,0.149,Unsafe,Safe,Unsafe
7.01,10.14,35.45,1138.65,10.75,4.96,26.4,0.06,Unsafe,Safe,Safe
6.59,5.81,56.46,984.84,35.78,1.07,27.2,0.205,Unsafe,Safe,Unsafe
7.27,12.18,25.23,565.17,40.0,3.46,20.0,0.014,Unsafe,Safe,Unsafe
7.04,13.37,91.53,121.28,17.31,1.48,19.2,0.106,Unsafe,Safe,Safe
5.87,12.62,26.57,95.03,8.63,6.36,8.3,0.216,Unsafe,Unsafe,Unsafe
7.74,10.87,89.58,853.56,0.13,9.49,21.8,0.209,Unsafe,Safe,Unsafe
6.26,5.33,10.35,1154.95,22.55,9.97,12.4,0.022,Unsafe,Safe,Unsafe
7.67,5.38,65.66,829.2,17.62,3.75,34.3,0.295,Unsafe,Safe,Safe
7.78,13.56,90.7,1269.14,27.75,5.99,28.9,0.275,Unsafe,Safe,Unsafe
6.03,2.12,16.87,98.47,9.4,8.56,17.4,0.039,Unsafe,Unsafe,Unsafe
5.71,10.59,96.83,581.79,42.98,1.17,9.5,0.472,Unsafe,Unsafe,Unsafe
8.23,10.47,45.29,393.75,12.89,6.9,28.6,0.05,Unsafe,Safe,Unsafe
7.11,9.47,94.57,698.55,11.32,4.09,8.7,0.427,Unsafe,Safe,Safe
5.7,13.88,67.68,154.95,24.04,2.06,10.7,0.0,Unsafe,Unsafe,Safe
8.98,5.74,30.16,1433.49,24.94,4.03,11.3,0.441,Unsafe,Safe,Unsafe
